id,status_code,status_detail,partial_completion,is_escalating,new_eta,original_eta,actual_receive_date,service_type
654,1.0,,1.0,,2017-04-22 00:50:00.000,2017-04-21 00:50:00.000,2017-04-21 08:56:00.000,1.0
1701,2.0,,1.0,,2017-04-28 00:55:00.000,2017-05-03 00:55:00.000,2017-04-17 01:34:00.000,1.0
402,2.0,,1.0,False,2017-04-27 01:23:00.000,2017-05-02 01:23:00.000,2017-04-14 10:35:00.000,1.0
777,0.0,2.0,1.0,False,2017-03-27 06:15:00.000,2017-04-12 06:15:00.000,2017-05-06 01:42:00.000,1.0
669,1.0,,1.0,,2017-04-17 21:05:00.000,2017-04-14 21:05:00.000,2017-04-25 06:19:00.000,1.0
2411,0.0,3.0,1.0,,2017-04-11 17:46:00.000,2017-04-16 17:46:00.000,2017-05-17 16:51:00.000,1.0
396,1.0,,1.0,,2017-05-03 11:04:00.000,2017-05-03 11:04:00.000,2017-05-02 16:55:00.000,1.0
2646,0.0,2.0,1.0,False,2017-05-01 18:52:00.000,2017-05-05 18:52:00.000,2017-05-17 20:16:00.000,1.0
2226,2.0,,1.0,False,2017-04-17 16:50:00.000,2017-04-23 16:50:00.000,2017-04-12 16:32:00.000,1.0
1022,1.0,,1.0,,2017-04-29 07:08:00.000,2017-04-28 07:08:00.000,2017-04-23 10:11:00.000,1.0
2579,2.0,,1.0,False,2017-04-21 11:16:00.000,2017-04-24 11:16:00.000,2017-04-10 20:17:00.000,1.0
2124,1.0,,0.0,,2017-05-28 11:50:00.000,2017-05-19 11:50:00.000,2017-04-15 13:57:00.000,1.0
1253,1.0,,1.0,,2017-04-19 15:15:00.000,2017-04-10 15:15:00.000,2017-04-27 01:51:00.000,1.0
1197,1.0,,1.0,,2017-05-05 05:00:00.000,2017-04-28 05:00:00.000,2017-04-23 10:23:00.000,1.0
1920,1.0,,0.0,False,2017-04-17 06:20:00.000,2017-04-03 06:20:00.000,2017-04-11 16:38:00.000,1.0
1942,2.0,,1.0,,2017-05-17 16:22:00.000,2017-05-22 16:22:00.000,2017-04-30 16:36:00.000,1.0
348,0.0,7.0,0.0,,2017-05-22 13:54:00.000,2017-03-24 13:54:00.000,2017-04-08 17:03:00.000,1.0
146,2.0,,1.0,,2017-04-22 08:27:00.000,2017-04-26 08:27:00.000,2017-04-16 19:42:00.000,1.0
1828,0.0,6.0,1.0,False,2017-05-11 15:36:00.000,2017-05-03 15:36:00.000,2017-05-02 12:57:00.000,1.0
1760,2.0,,1.0,,2017-04-28 19:49:00.000,2017-05-04 19:49:00.000,2017-04-28 01:34:00.000,1.0
208,1.0,,0.0,False,2017-04-25 01:26:00.000,2017-03-11 01:26:00.000,2017-05-10 01:37:00.000,1.0
929,2.0,,1.0,,2017-04-13 10:10:00.000,2017-04-23 10:10:00.000,2017-05-07 05:09:00.000,1.0
707,2.0,,1.0,False,2017-05-10 05:35:00.000,2017-05-14 05:35:00.000,2017-05-01 23:15:00.000,1.0
828,0.0,3.0,1.0,False,2017-05-03 05:49:00.000,2017-04-26 05:49:00.000,2017-04-11 03:04:00.000,1.0
2456,2.0,,1.0,,2017-05-09 18:13:00.000,2017-05-17 18:13:00.000,2017-04-17 07:21:00.000,1.0
1194,0.0,2.0,0.0,False,2017-04-29 22:27:00.000,2017-05-04 22:27:00.000,2017-05-16 14:17:00.000,1.0
957,2.0,,1.0,,2017-04-14 23:02:00.000,2017-04-17 23:02:00.000,2017-04-30 14:22:00.000,1.0
1968,2.0,,1.0,,2017-05-01 11:37:00.000,2017-05-10 11:37:00.000,2017-05-13 17:47:00.000,1.0
2070,2.0,,1.0,,2017-05-16 10:55:00.000,2017-05-20 10:55:00.000,2017-05-11 07:07:00.000,1.0
2425,2.0,,1.0,,2017-05-01 00:33:00.000,2017-05-11 00:33:00.000,2017-05-19 15:42:00.000,1.0
1622,1.0,,0.0,False,2017-05-03 02:48:00.000,2017-05-01 02:48:00.000,2017-04-21 10:53:00.000,1.0
2509,2.0,,1.0,,2017-05-03 13:33:00.000,2017-05-21 13:33:00.000,2017-05-04 17:09:00.000,1.0
901,2.0,,1.0,,2017-04-30 21:28:00.000,2017-05-11 21:28:00.000,2017-04-11 14:30:00.000,1.0
650,2.0,,1.0,False,2017-05-07 04:05:00.000,2017-05-10 04:05:00.000,2017-04-16 00:18:00.000,1.0
1237,2.0,,1.0,,2017-04-25 10:55:00.000,2017-05-06 10:55:00.000,2017-04-15 07:27:00.000,1.0
2076,2.0,,1.0,,2017-04-09 19:19:00.000,2017-04-14 19:19:00.000,2017-05-09 13:21:00.000,1.0
1283,1.0,,1.0,,2017-04-29 13:24:00.000,2017-04-26 13:24:00.000,2017-04-11 09:55:00.000,1.0
1155,1.0,,1.0,,2017-05-07 06:48:00.000,2017-04-30 06:48:00.000,2017-05-21 01:04:00.000,1.0
1799,0.0,7.0,1.0,False,2017-04-26 10:57:00.000,2017-03-22 10:57:00.000,2017-04-13 07:19:00.000,1.0
720,2.0,,1.0,,2017-05-09 12:26:00.000,2017-05-12 12:26:00.000,2017-04-13 18:42:00.000,1.0
810,1.0,,1.0,,2017-04-10 19:55:00.000,2017-04-07 19:55:00.000,2017-05-21 19:02:00.000,1.0
901,2.0,,1.0,False,2017-04-17 11:22:00.000,2017-04-28 11:22:00.000,2017-04-16 08:11:00.000,1.0
1732,2.0,,1.0,,2017-04-10 21:58:00.000,2017-04-13 21:58:00.000,2017-05-17 23:37:00.000,1.0
1419,2.0,,1.0,,2017-05-04 16:35:00.000,2017-05-14 16:35:00.000,2017-05-07 10:34:00.000,1.0
2482,2.0,,1.0,,2017-05-07 01:01:00.000,2017-05-15 01:01:00.000,2017-04-26 13:27:00.000,1.0
1625,2.0,,1.0,,2017-05-15 19:10:00.000,2017-05-19 19:10:00.000,2017-05-10 02:00:00.000,1.0
556,1.0,,1.0,,2017-05-18 00:05:00.000,2017-05-13 00:05:00.000,2017-05-07 11:52:00.000,1.0
87,1.0,,1.0,,2017-05-13 11:21:00.000,2017-05-09 11:21:00.000,2017-05-18 21:37:00.000,1.0
2008,2.0,,1.0,,2017-04-17 04:49:00.000,2017-04-25 04:49:00.000,2017-05-10 22:51:00.000,1.0
230,0.0,2.0,1.0,False,2017-04-30 16:57:00.000,2017-05-04 16:57:00.000,2017-05-05 11:12:00.000,1.0
1943,2.0,,1.0,,2017-05-17 17:46:00.000,2017-05-20 17:46:00.000,2017-05-09 19:43:00.000,1.0
378,0.0,2.0,1.0,False,2017-04-03 16:44:00.000,2017-03-12 16:44:00.000,2017-05-20 23:39:00.000,1.0
1917,2.0,,1.0,,2017-04-23 03:55:00.000,2017-05-04 03:55:00.000,2017-04-22 21:22:00.000,1.0
2463,0.0,2.0,1.0,False,2017-04-19 16:28:00.000,2017-04-28 16:28:00.000,2017-04-29 06:30:00.000,1.0
1543,2.0,,1.0,,2017-05-18 06:51:00.000,2017-05-25 06:51:00.000,2017-04-25 20:33:00.000,1.0
594,2.0,,1.0,,2017-04-14 17:10:00.000,2017-04-21 17:10:00.000,2017-05-07 22:30:00.000,1.0
1223,1.0,,1.0,,2017-04-13 15:36:00.000,2017-04-15 15:36:00.000,2017-04-17 03:59:00.000,1.0
238,2.0,,1.0,,2017-05-16 21:50:00.000,2017-05-20 21:50:00.000,2017-05-03 08:14:00.000,1.0
912,0.0,3.0,1.0,False,2017-04-20 08:40:00.000,2017-04-28 08:40:00.000,2017-05-21 01:31:00.000,1.0
957,1.0,,1.0,,2017-05-15 20:50:00.000,2017-05-18 20:50:00.000,2017-05-15 20:31:00.000,1.0
1786,2.0,,1.0,,2017-05-15 14:30:00.000,2017-05-25 14:30:00.000,2017-04-13 14:41:00.000,1.0
937,2.0,,1.0,,2017-05-06 00:18:00.000,2017-05-16 00:18:00.000,2017-04-20 13:05:00.000,1.0
546,2.0,,1.0,,2017-05-12 16:24:00.000,2017-05-21 16:24:00.000,2017-04-21 02:53:00.000,1.0
1823,2.0,,1.0,,2017-05-13 18:58:00.000,2017-05-22 18:58:00.000,2017-04-19 17:06:00.000,1.0
1432,2.0,,1.0,,2017-04-30 09:00:00.000,2017-05-03 09:00:00.000,2017-04-25 05:07:00.000,1.0
502,0.0,2.0,1.0,False,2017-04-19 13:02:00.000,2017-04-29 13:02:00.000,2017-04-14 06:24:00.000,1.0
2622,2.0,,1.0,,2017-04-10 14:11:00.000,2017-04-10 14:11:00.000,2017-04-16 08:41:00.000,1.0
764,1.0,,1.0,,2017-05-18 22:58:00.000,2017-05-20 22:58:00.000,2017-04-23 00:59:00.000,1.0
1765,0.0,8.0,1.0,False,2017-04-23 20:07:00.000,2017-04-16 20:07:00.000,2017-04-29 20:18:00.000,1.0
630,2.0,,1.0,,2017-04-10 04:36:00.000,2017-04-14 04:36:00.000,2017-04-24 10:28:00.000,1.0
691,1.0,,1.0,,2017-06-03 06:25:00.000,2017-06-09 06:25:00.000,2017-04-12 12:57:00.000,1.0
987,2.0,,1.0,,2017-04-13 18:09:00.000,2017-04-17 18:09:00.000,2017-04-11 09:41:00.000,1.0
1100,2.0,,1.0,,2017-05-12 07:00:00.000,2017-05-14 07:00:00.000,2017-05-11 15:45:00.000,1.0
2410,0.0,2.0,1.0,,2017-04-19 04:29:00.000,2017-04-21 04:29:00.000,2017-04-24 15:28:00.000,1.0
1693,1.0,,1.0,False,2017-05-09 05:19:00.000,2017-05-03 05:19:00.000,2017-05-05 17:37:00.000,1.0
701,1.0,,0.0,False,2017-04-26 18:48:00.000,2017-03-18 18:48:00.000,2017-05-04 10:01:00.000,1.0
1528,2.0,,1.0,,2017-05-12 01:56:00.000,2017-05-16 01:56:00.000,2017-04-19 08:10:00.000,1.0
2253,1.0,,1.0,,2017-04-30 01:53:00.000,2017-03-30 01:53:00.000,2017-04-29 17:57:00.000,1.0
2428,1.0,,1.0,,2017-05-14 10:10:00.000,2017-04-30 10:10:00.000,2017-05-12 22:53:00.000,1.0
1300,0.0,6.0,1.0,,2017-04-25 01:17:00.000,2017-04-25 01:17:00.000,2017-05-10 20:53:00.000,1.0
414,1.0,,1.0,,2017-05-16 02:08:00.000,2017-05-27 02:08:00.000,2017-04-20 17:09:00.000,1.0
2527,1.0,,1.0,,2017-04-24 17:53:00.000,2017-04-26 17:53:00.000,2017-04-20 11:25:00.000,1.0
945,0.0,7.0,1.0,False,2017-04-13 04:30:00.000,2017-04-09 04:30:00.000,2017-04-19 03:26:28.000,1.0
1810,2.0,,1.0,False,2017-04-17 14:02:00.000,2017-04-24 14:02:00.000,2017-04-23 12:31:37.000,1.0
970,1.0,,1.0,False,2017-05-10 04:56:00.000,2017-04-23 04:56:00.000,2017-04-17 04:25:50.000,1.0
2608,2.0,,1.0,,2017-04-20 00:56:00.000,2017-04-22 00:56:00.000,2017-05-07 20:01:00.000,1.0
763,1.0,,1.0,False,2017-05-11 07:50:00.000,2017-04-29 07:50:00.000,2017-04-27 03:35:00.000,1.0
2360,1.0,,0.0,True,2017-05-23 19:46:00.000,2017-05-16 19:46:00.000,2017-04-26 06:03:00.000,1.0
858,2.0,,1.0,,2017-05-12 08:43:00.000,2017-05-14 08:43:00.000,2017-05-04 17:50:00.000,1.0
1325,1.0,,1.0,False,2017-04-30 12:11:00.000,2017-04-19 12:11:00.000,2017-05-06 03:16:00.000,1.0
203,2.0,,1.0,,2017-05-12 22:37:00.000,2017-05-22 22:37:00.000,2017-05-16 02:29:00.000,1.0
256,0.0,2.0,1.0,False,2017-05-04 13:35:00.000,2017-04-28 13:35:00.000,2017-04-17 19:08:00.000,1.0
320,1.0,,1.0,False,2017-05-09 12:54:00.000,2017-05-04 12:54:00.000,2017-05-08 21:39:00.000,1.0
105,1.0,,1.0,False,2017-05-22 02:55:00.000,2017-05-23 02:55:00.000,2017-05-13 06:05:00.000,1.0
1621,2.0,,1.0,,2017-05-14 20:03:00.000,2017-05-15 20:03:00.000,2017-04-27 15:14:00.000,1.0
260,1.0,,1.0,,2017-04-22 07:09:00.000,2017-04-21 07:09:00.000,2017-05-21 11:07:00.000,1.0
101,2.0,,1.0,False,2017-04-13 10:34:00.000,2017-04-19 10:34:00.000,2017-05-15 02:07:00.000,1.0
2356,1.0,,1.0,False,2017-04-22 03:08:00.000,2017-04-15 03:08:00.000,2017-05-01 02:33:00.000,1.0
2552,2.0,,1.0,,2017-04-20 01:29:00.000,2017-04-27 01:29:00.000,2017-04-19 16:04:00.000,1.0
154,2.0,,1.0,,2017-04-29 23:25:00.000,2017-05-09 23:25:00.000,2017-04-29 00:41:00.000,1.0
2549,2.0,,1.0,False,2017-04-13 11:08:00.000,2017-04-21 11:08:00.000,2017-04-17 18:30:00.000,1.0
840,2.0,,1.0,,2017-04-13 12:29:00.000,2017-04-13 12:29:00.000,2017-05-16 12:55:00.000,1.0
150,1.0,,1.0,,2017-04-25 18:17:00.000,2017-04-11 18:17:00.000,2017-04-29 13:47:00.000,1.0
852,1.0,,1.0,False,2017-05-10 14:43:00.000,2017-04-18 14:43:00.000,2017-04-19 05:24:00.000,1.0
1301,2.0,,1.0,,2017-05-01 05:59:00.000,2017-05-07 05:59:00.000,2017-04-21 05:56:00.000,1.0
2596,2.0,,1.0,,2017-05-10 15:00:00.000,2017-05-17 15:00:00.000,2017-05-12 17:46:00.000,1.0
1660,2.0,,1.0,,2017-05-11 21:45:00.000,2017-05-13 21:45:00.000,2017-05-13 07:48:00.000,1.0
2029,0.0,7.0,0.0,False,2017-04-27 14:52:00.000,2017-05-02 14:52:00.000,2017-05-13 15:41:00.000,1.0
482,0.0,2.0,1.0,False,2017-05-15 02:08:00.000,2017-05-15 02:08:00.000,2017-05-05 17:55:00.000,1.0
64,2.0,,1.0,,2017-04-13 20:46:00.000,2017-04-15 20:46:00.000,2017-04-17 21:59:00.000,1.0
927,2.0,,1.0,,2017-05-05 06:14:00.000,2017-05-05 06:14:00.000,2017-04-18 23:52:00.000,1.0
666,2.0,,1.0,,2017-04-24 19:19:00.000,2017-05-02 19:19:00.000,2017-05-06 16:32:00.000,1.0
322,1.0,,1.0,,2017-05-15 10:07:00.000,2017-05-08 10:07:00.000,2017-05-08 18:22:00.000,1.0
2549,2.0,,1.0,,2017-05-17 07:36:00.000,2017-05-25 07:36:00.000,2017-04-14 11:30:00.000,1.0
2184,1.0,,1.0,,2017-04-16 00:47:00.000,2017-04-10 00:47:00.000,2017-05-10 10:47:00.000,1.0
737,2.0,,1.0,,2017-05-14 23:54:00.000,2017-05-20 23:54:00.000,2017-04-23 10:58:00.000,1.0
422,1.0,,1.0,,2017-04-15 12:31:00.000,2017-04-16 12:31:00.000,2017-04-29 19:30:00.000,1.0
2040,2.0,,1.0,,2017-04-21 13:15:00.000,2017-04-28 13:15:00.000,2017-04-16 17:58:00.000,1.0
1405,2.0,,1.0,,2017-05-02 13:00:00.000,2017-05-10 13:00:00.000,2017-04-24 22:28:00.000,1.0
870,0.0,7.0,0.0,False,2017-05-01 18:56:00.000,2017-05-07 18:56:00.000,2017-05-18 21:02:00.000,1.0
1518,2.0,,1.0,,2017-05-20 09:06:00.000,2017-05-27 09:06:00.000,2017-04-21 11:47:00.000,1.0
254,0.0,7.0,0.0,,2017-04-27 05:27:00.000,2017-03-25 05:27:00.000,2017-04-30 15:21:00.000,1.0
568,2.0,,1.0,,2017-05-07 19:13:00.000,2017-05-09 19:13:00.000,2017-04-26 16:30:00.000,1.0
89,2.0,,1.0,,2017-04-15 00:32:00.000,2017-04-16 00:32:00.000,2017-04-17 12:35:00.000,1.0
983,2.0,,1.0,,2017-04-25 12:35:00.000,2017-04-28 12:35:00.000,2017-04-24 17:55:00.000,1.0
320,1.0,,1.0,,2017-05-09 14:15:00.000,2017-05-04 14:15:00.000,2017-04-25 05:57:00.000,1.0
1217,2.0,,1.0,,2017-04-13 04:11:00.000,2017-04-19 04:11:00.000,2017-05-17 12:07:00.000,1.0
2251,1.0,,1.0,False,2017-04-13 00:00:00.000,2017-04-12 00:00:00.000,2017-05-19 14:27:00.000,1.0
792,2.0,,1.0,,2017-05-21 02:36:00.000,2017-05-22 02:36:00.000,2017-04-18 16:59:00.000,1.0
529,1.0,,1.0,,2017-05-16 20:33:00.000,2017-05-17 20:33:00.000,2017-05-08 16:55:00.000,1.0
478,2.0,,1.0,,2017-04-26 09:20:00.000,2017-05-04 09:20:00.000,2017-05-21 10:02:00.000,1.0
2644,0.0,7.0,1.0,False,2017-05-19 11:28:00.000,2017-05-22 11:28:00.000,2017-05-03 17:27:00.000,1.0
407,2.0,,1.0,,2017-05-09 21:49:00.000,2017-05-19 21:49:00.000,2017-05-06 11:48:00.000,1.0
2335,2.0,,1.0,,2017-04-14 22:32:00.000,2017-04-21 22:32:00.000,2017-04-13 20:50:00.000,1.0
1444,2.0,,1.0,,2017-05-07 18:17:00.000,2017-05-14 18:17:00.000,2017-05-05 09:21:00.000,1.0
268,1.0,,1.0,,2017-04-30 09:43:00.000,2017-04-29 09:43:00.000,2017-05-18 18:25:00.000,1.0
1428,1.0,,1.0,,2017-04-28 01:26:00.000,2017-04-27 01:26:00.000,2017-04-29 12:08:00.000,1.0
2007,2.0,,1.0,False,2017-05-12 16:46:00.000,2017-05-13 16:46:00.000,2017-05-20 06:22:00.000,1.0
2183,2.0,,1.0,,2017-05-13 04:17:00.000,2017-05-21 04:17:00.000,2017-05-13 00:08:00.000,1.0
946,2.0,,1.0,,2017-05-16 10:53:00.000,2017-05-29 10:53:00.000,2017-04-29 06:26:00.000,1.0
39,1.0,,1.0,,2017-05-05 01:01:00.000,2017-04-30 01:01:00.000,2017-04-13 01:06:00.000,1.0
245,0.0,2.0,0.0,True,2017-05-05 01:43:00.000,2017-05-11 01:43:00.000,2017-05-02 06:29:00.000,1.0
538,2.0,,1.0,False,2017-05-11 17:32:00.000,2017-05-21 17:32:00.000,2017-04-24 22:45:00.000,1.0
1075,2.0,,1.0,,2017-05-04 18:29:00.000,2017-05-04 18:29:00.000,2017-04-22 07:05:00.000,1.0
2065,1.0,,1.0,,2017-05-19 05:47:00.000,2017-05-06 05:47:00.000,2017-05-04 21:02:00.000,1.0
1306,1.0,,1.0,,2017-05-06 07:13:00.000,2017-04-11 07:13:00.000,2017-04-23 17:18:00.000,1.0
263,2.0,,1.0,,2017-04-14 22:11:00.000,2017-04-20 22:11:00.000,2017-05-07 02:09:00.000,1.0
1263,2.0,,1.0,False,2017-05-13 01:19:00.000,2017-05-15 01:19:00.000,2017-05-19 21:07:00.000,1.0
1570,2.0,,1.0,,2017-05-17 01:22:00.000,2017-05-26 01:22:00.000,2017-04-19 16:51:00.000,1.0
1541,0.0,3.0,1.0,,2017-05-15 10:30:00.000,2017-05-18 10:30:00.000,2017-04-20 17:07:00.000,1.0
2523,2.0,,1.0,,2017-04-11 10:58:00.000,2017-04-13 10:58:00.000,2017-05-10 09:24:00.000,1.0
2385,0.0,2.0,1.0,False,2017-04-21 17:51:00.000,2017-04-16 17:51:00.000,2017-05-14 01:30:00.000,1.0
883,2.0,,1.0,,2017-05-13 20:44:00.000,2017-05-16 20:44:00.000,2017-04-20 20:05:00.000,1.0
2283,2.0,,1.0,,2017-04-13 04:01:00.000,2017-04-19 04:01:00.000,2017-05-16 03:12:00.000,1.0
1068,2.0,,1.0,,2017-05-08 01:21:00.000,2017-05-14 01:21:00.000,2017-04-14 11:20:00.000,1.0
185,2.0,,1.0,,2017-04-26 20:04:00.000,2017-04-27 20:04:00.000,2017-05-16 02:02:00.000,1.0
420,2.0,,1.0,,2017-05-02 12:03:00.000,2017-05-05 12:03:00.000,2017-05-19 08:15:00.000,1.0
1213,1.0,,1.0,,2017-04-27 14:02:00.000,2017-04-30 14:02:00.000,2017-05-18 02:25:00.000,1.0
1276,1.0,,0.0,False,2017-04-21 01:06:00.000,2017-04-08 01:06:00.000,2017-04-11 12:22:00.000,1.0
885,2.0,,1.0,,2017-04-28 10:10:00.000,2017-05-04 10:10:00.000,2017-05-16 03:33:00.000,1.0
2633,1.0,,0.0,False,2017-05-13 13:47:00.000,2017-05-04 13:47:00.000,2017-04-11 11:18:00.000,1.0
2537,2.0,,1.0,,2017-05-05 22:29:00.000,2017-05-08 22:29:00.000,2017-05-06 07:56:00.000,1.0
1958,2.0,,1.0,,2017-04-29 23:16:00.000,2017-04-30 23:16:00.000,2017-04-14 21:24:00.000,1.0
785,2.0,,1.0,,2017-04-23 02:06:00.000,2017-04-24 02:06:00.000,2017-04-24 21:11:00.000,1.0
2229,1.0,,0.0,,2017-05-05 16:15:00.000,2017-04-20 16:15:00.000,2017-05-03 21:41:00.000,1.0
181,2.0,,1.0,,2017-05-03 13:39:00.000,2017-05-06 13:39:00.000,2017-04-28 16:48:00.000,1.0
154,2.0,,1.0,False,2017-05-18 00:22:00.000,2017-05-28 00:22:00.000,2017-04-16 21:04:00.000,1.0
1435,2.0,,1.0,,2017-04-28 20:47:00.000,2017-05-04 20:47:00.000,2017-04-16 03:55:00.000,1.0
500,2.0,,1.0,,2017-04-16 14:48:00.000,2017-04-23 14:48:00.000,2017-05-17 22:47:00.000,1.0
1467,2.0,,1.0,False,2017-05-16 00:17:00.000,2017-05-17 00:17:00.000,2017-05-16 02:25:00.000,1.0
951,2.0,,1.0,,2017-05-05 10:00:00.000,2017-05-12 10:00:00.000,2017-04-14 07:48:00.000,1.0
2647,1.0,,1.0,,2017-04-15 20:17:00.000,2017-04-14 20:17:00.000,2017-04-16 01:28:00.000,1.0
1325,0.0,2.0,1.0,,2017-04-30 12:47:00.000,2017-04-19 12:47:00.000,2017-05-03 17:43:00.000,1.0
1284,2.0,,1.0,,2017-05-11 05:19:00.000,2017-05-12 05:19:00.000,2017-04-24 17:12:00.000,1.0
256,1.0,,1.0,False,2017-05-01 20:43:00.000,2017-04-25 20:43:00.000,2017-05-09 08:55:00.000,1.0
538,2.0,,1.0,,2017-05-10 19:48:00.000,2017-05-20 19:48:00.000,2017-04-19 19:08:00.000,1.0
2072,2.0,,1.0,,2017-05-12 13:25:00.000,2017-05-15 13:25:00.000,2017-05-14 15:17:00.000,1.0
2241,2.0,,1.0,,2017-05-08 08:07:00.000,2017-05-09 08:07:00.000,2017-05-05 06:49:00.000,1.0
1937,2.0,,1.0,,2017-05-11 21:46:00.000,2017-05-24 21:46:00.000,2017-05-11 15:45:00.000,1.0
939,2.0,,1.0,,2017-05-10 08:56:00.000,2017-05-19 08:56:00.000,2017-04-16 23:59:00.000,1.0
1127,2.0,,1.0,False,2017-05-13 17:44:00.000,2017-05-16 17:44:00.000,2017-04-21 02:16:00.000,1.0
314,1.0,,1.0,,2017-04-28 04:32:00.000,2017-04-20 04:32:00.000,2017-04-17 22:34:00.000,1.0
1182,2.0,,1.0,,2017-05-07 07:03:00.000,2017-05-15 07:03:00.000,2017-04-14 21:27:00.000,1.0
1183,2.0,,1.0,,2017-05-19 23:33:00.000,2017-05-27 23:33:00.000,2017-04-15 17:55:00.000,1.0
1965,2.0,,1.0,,2017-05-22 12:56:00.000,2017-05-28 12:56:00.000,2017-05-23 07:35:00.000,1.0
776,0.0,2.0,1.0,,2017-05-18 23:21:00.000,2017-05-16 23:21:00.000,2017-04-30 01:07:00.000,1.0
358,1.0,,1.0,,2017-04-25 04:03:00.000,2017-04-27 04:03:00.000,2017-04-19 20:34:00.000,1.0
2202,1.0,,1.0,,2017-05-09 16:58:00.000,2017-05-08 16:58:00.000,2017-05-01 12:35:00.000,1.0
811,2.0,,1.0,,2017-05-12 04:25:00.000,2017-05-12 04:25:00.000,2017-05-14 06:04:00.000,1.0
1218,2.0,,1.0,False,2017-05-01 20:15:00.000,2017-05-10 20:15:00.000,2017-05-06 23:09:00.000,1.0
2459,1.0,,1.0,False,2017-04-22 08:23:00.000,2017-04-10 08:23:00.000,2017-04-19 18:31:00.000,1.0
2567,2.0,,1.0,False,2017-04-30 12:36:00.000,2017-05-01 12:36:00.000,2017-04-19 11:25:00.000,1.0
2379,1.0,,1.0,,2017-04-24 13:21:00.000,2017-04-25 13:21:00.000,2017-04-30 05:15:00.000,1.0
1289,1.0,,1.0,,2017-05-17 10:35:00.000,2017-05-11 10:35:00.000,2017-04-20 22:40:00.000,1.0
1659,1.0,,1.0,,2017-04-18 16:55:00.000,2017-04-19 16:55:00.000,2017-05-06 08:29:00.000,1.0
73,2.0,,1.0,,2017-04-15 12:46:00.000,2017-04-20 12:46:00.000,2017-05-19 23:56:00.000,1.0
1510,2.0,,1.0,,2017-04-30 11:55:00.000,2017-05-01 11:55:00.000,2017-04-24 22:04:00.000,1.0
716,2.0,,1.0,,2017-04-15 01:08:00.000,2017-04-23 01:08:00.000,2017-04-24 20:36:00.000,1.0
2024,1.0,,1.0,,2017-05-13 13:25:00.000,2017-05-07 13:25:00.000,2017-05-18 20:32:00.000,1.0
1149,2.0,,1.0,,2017-04-12 15:00:00.000,2017-04-17 15:00:00.000,2017-05-07 03:33:00.000,1.0
988,2.0,,1.0,,2017-05-12 01:02:00.000,2017-05-18 01:02:00.000,2017-04-27 23:25:00.000,1.0
1502,2.0,,1.0,,2017-05-14 21:07:00.000,2017-05-16 21:07:00.000,2017-05-08 20:59:00.000,1.0
1545,2.0,,1.0,,2017-04-12 11:32:00.000,2017-04-13 11:32:00.000,2017-05-15 12:36:00.000,1.0
2333,2.0,,1.0,,2017-04-18 09:16:00.000,2017-04-27 09:16:00.000,2017-04-19 14:18:00.000,1.0
779,1.0,,1.0,,2017-05-08 04:25:00.000,2017-04-26 04:25:00.000,2017-04-13 23:32:00.000,1.0
1171,1.0,,1.0,False,2017-05-17 01:55:00.000,2017-05-16 01:55:00.000,2017-05-09 07:52:00.000,1.0
1074,2.0,,1.0,False,2017-04-16 14:37:00.000,2017-04-23 14:37:00.000,2017-05-07 16:14:00.000,1.0
1774,2.0,,1.0,,2017-05-01 06:53:00.000,2017-05-03 06:53:00.000,2017-04-23 22:19:00.000,1.0
1513,1.0,,1.0,,2017-05-08 20:40:00.000,2017-05-11 20:40:00.000,2017-04-27 19:03:00.000,1.0
1344,1.0,,1.0,,2017-05-18 15:11:00.000,2017-05-11 15:11:00.000,2017-05-01 19:36:00.000,1.0
2601,2.0,,1.0,False,2017-05-09 13:46:00.000,2017-05-16 13:46:00.000,2017-05-07 10:19:00.000,1.0
215,2.0,,1.0,,2017-04-18 00:57:00.000,2017-04-20 00:57:00.000,2017-05-08 19:28:00.000,1.0
2085,2.0,,1.0,,2017-04-28 15:54:00.000,2017-05-05 15:54:00.000,2017-05-06 02:13:00.000,1.0
1004,1.0,,1.0,,2017-04-16 20:13:00.000,2017-04-14 20:13:00.000,2017-05-05 22:21:00.000,1.0
1231,1.0,,1.0,,2017-04-28 07:48:00.000,2017-04-28 07:48:00.000,2017-05-05 22:31:00.000,1.0
67,0.0,2.0,1.0,True,2017-05-07 08:27:00.000,2017-04-29 08:27:00.000,2017-04-16 10:51:00.000,1.0
2263,2.0,,1.0,False,2017-04-29 13:52:00.000,2017-05-07 13:52:00.000,2017-04-18 06:10:00.000,1.0
2037,1.0,,1.0,False,2017-05-17 01:12:00.000,2017-05-09 01:12:00.000,2017-05-18 21:17:00.000,1.0
1963,2.0,,1.0,,2017-05-05 23:55:00.000,2017-05-06 23:55:00.000,2017-05-08 21:59:00.000,1.0
1192,2.0,,1.0,,2017-05-01 03:50:00.000,2017-05-03 03:50:00.000,2017-04-23 02:03:00.000,1.0
1471,2.0,,1.0,,2017-05-20 12:33:00.000,2017-05-29 12:33:00.000,2017-05-12 17:27:00.000,1.0
1442,2.0,,1.0,False,2017-05-19 16:45:00.000,2017-05-27 16:45:00.000,2017-05-07 02:05:00.000,1.0
2641,2.0,,1.0,,2017-04-15 15:39:00.000,2017-04-20 15:39:00.000,2017-04-22 09:20:00.000,1.0
712,2.0,,1.0,,2017-05-03 04:37:00.000,2017-05-05 04:37:00.000,2017-05-22 06:18:00.000,1.0
